id,instruction_number,instruction
663ca38d8f,4,"Pour the brine over the cukes, cover the bowl with cheesecloth and allow to sit on countertop or table for three days."
663ca38d8f,5,"After three days, pack into jars, ladle the brine into the jars and refrigerate."
663ca38d8f,6,They're good for a month or so (if they last that long).
663cc29b5b,1,Preheat the oven to 300 degrees Fahrenheit.
663cc29b5b,2,Mix the chili powder and brown sugar in a shallow bowl.
663cc29b5b,3,Fit a sheet of parchment paper onto a jelly-roll pan.
663cc29b5b,4,Bury each slice of bacon in the chili and sugar mixture; rub both sides to assure the mixture adheres.
663cc29b5b,5,Lay the bacon strips on the prepared pan.
663cc29b5b,6,"The bacon strips may be left flat or twisted two or three times by holding each end to make a candied ""stick""."
663cc29b5b,7,Bake for 30 minutes without turning.
663cc29b5b,8,Always transfer candied bacon using tongs; the hot sugar can easily burn your fingers.
663cf58ab2,1,Heat skillet to med/medium high temp with oil.
663cf58ab2,2,"In separate shallow bowls (1 bowl for each item) place the 2 eggs (beaten), milk, flour, and crackers."
663cf58ab2,3,"Dip the pork chop in milk, then flour, then egg and lastly the cracker crumbs."
663cf58ab2,4,Place in heated skillet and cook until outer crust is golden brown (should only take a couple minutes per side).
663cf58ab2,5,Remove pork chops from skillet and place into a baking pan.
663cf58ab2,6,Sprinkle each chop with garlic powder and pepper.
663cf58ab2,7,Slice onion (fairly thin) and place two slices on each pork chop.
663cf58ab2,8,Bake at 350 degrees for 20-30 minutes.
663cf58ab2,9,"If you prefer a crispy breading do not cover with foil, if you prefer a softer breading cover with foil and bake for 20 minutes then remove foil for the last 10 minutes of baking."
663cf58ab2,10,I like to serve this with potatoes I have boiled.
663cf58ab2,11,"I remove the pork chops from the baking dish, put a little oil or butter in the baking dish to deglaze then toss the potatoes in the baking dish, stir in some seasoning salt and pepper then remove."
663d01ebc2,1,"Place a sheet of waxed paper on a marble slab or other smooth, cold surface."
663d01ebc2,2,Melt chocolate in a microwave oven or in a bowl over hot water.
663d01ebc2,3,(To make life easier only melt 1/2 the chocolate first then the other half).
663d01ebc2,4,"Place a scant teaspoonful of melted chocolate on the sheet, and shape into a disk using the back of a spoon."
663d01ebc2,5,Make several at a time so that the chocolate does not become too cool.
663d01ebc2,6,"Place a pistachio, raisin, almond, and halved strip of orange peel on each disk, and leave to cool completely."
663d01ebc2,7,The mendiants are ready when they come off the waxed paper with ease.
663d438e4a,1,Beat all ingredients except the flour in your food processor fitted with the steel blade (or in a bowl using an electric mixer) for about 2 minutes.
663d438e4a,2,Now incorporate the flour just until combined.
663d438e4a,3,Pour the batter into a lightly greased 9 by 13 inch pan.
663d438e4a,4,"Bake in a preheated 350 degrees oven for 25-30 minutes, or until the sides pull away from the pan (the center may not be entirely set)."
663d438e4a,5,Cool in pan before cutting.
663d438e4a,6,"Notes: I successfully replaced 1 cup of sugar with 1 cup of Splenda for baking; You could use milk instead of water, and if you like a cakier brownie, add 1/4 tsp baking soda; You can lower the cholesterol in this recipe by using 3/4 c egg substitute (eg, Egg Beaters) or 3/4 c egg whites instead of whole eggs."
663d450296,1,First you need to core the apples.
663d450296,2,"If you want you can use a apple corer, but its not that hard to do it manually."
663d450296,3,Now you need to put them in a pan.
663d450296,4,As long as the pan has sides it doesn't matter what kind it is or how big it is.
663d450296,5,Add the above ingredients.
663d450296,6,"Depending on how big of a hole you made in the apple, you may not use all the ingredients."
663d450296,7,Don't worry about it.
663d450296,8,The measurements are not exact.
663d450296,9,"I like to let it overflow a little into the pan, too."
663d450296,10,Preheat the oven to 350.
663d450296,11,"Put the pan inches After 15 minutes, check the apples."
663d450296,12,"Depending on how soft you like them, you may want to do them for a few more minutes."
663d450296,13,Do not exceed 20 minutes.
663d4c9c7c,1,Preheat oven to 350.
663d4c9c7c,2,"In a large bowl, mix all ingredients together."
663d4c9c7c,3,Pour into a casserole dish.
663d4c9c7c,4,"Cover and bake at 350 for about 1 hour, stirring and replacing cover halfway through cooking time."
663d4c9c7c,5,Mixture should be slightly brown.
663d4ea7fe,1,Preheat the oven to 325.
663d4ea7fe,2,Cook the bacon in a skillet.
663d4ea7fe,3,Remove the bacon from the pan.
663d4ea7fe,4,Add the flour and whisk for 1 minute.
663d4ea7fe,5,"Whisk in the sugar, vinegar and water."
663d4ea7fe,6,Simmer until thickened.
663d4ea7fe,7,Place the potatoes and onions to a medium casserole.
663d4ea7fe,8,Dice the cooked bacon and add to the casserole.
663d4ea7fe,9,Pour the sauce over the mixture and bake for 40 minutes.
663d4ea7fe,10,Serve warm with roast pork or sausages.
663d5a7ad5,1,Mix all ingredients together and keep for no more than 2 weeks.
663d5a7ad5,2,"I do not keep it in the frig, it thickens the oil if you use olive oil."
663d72377d,1,"discard the leaves of cauliflower and cut the stem short and flat, so that it can stand on plate."
663d72377d,2,"dry roast rai , red chili and curry leaves till splutter and pepper darkens."
663d72377d,3,add 2 tbsp water and stir fry for few minutes.
663d72377d,4,"add ginger, saute till light brown and add tomatoes, garam masala, red chili powder and salt."
663d72377d,5,stir fry till tomatoes are cooked and become soft.
663d72377d,6,add mushrooms and capsicum and little water to make gravy thick.
663d72377d,7,simmer for few minute.
663d72377d,8,steam cauliflower till cooked but firm.
663d72377d,9,transfer to serving dish.
663d72377d,10,pour thr hot mushroom mixture over and around it.
663d72377d,11,grnaish with green corainder.
663d8f3083,1,Cream butter and brown sugar; mix in egg.
663d8f3083,2,"Mix flour, soda and salt together, then add intermittently with sour cream to creamed mixture."
663d8f3083,3,Fold in rhubarb and berries.
663d8f3083,4,"Mix nuts, sugar, cinnamon and butter, and spread over top."
663d8f3083,5,Pour batter into 9x13 pan.
663d8f3083,6,Bake at 350 for 40-45 minutes or until toothpick comes out clean.
663d8f3083,7,Cool in pan on wire rack.
663d8f3083,8,"Serve warm or cold, with whipped cream."
663d8f3233,1,Place rice in a bowl and cover with boiling water.
663d8f3233,2,Stir once and let sit for 10 minutes.
663d8f3233,3,Drain rice and place on a cookie sheet to dry for at least 20-30 minutes (I use paper towels under the rice.
663d8f3233,4,).
663d8f3233,5,"Place garlic, onion, tomatoes and curry powder in blender or food processor and puree."
663d8f3233,6,Heat a large non-stick skillet over medium heat.
663d8f3233,7,Add vegetable oil and butter.
663d8f3233,8,"Add rice to skillet and cook, stirring constantly, until rice begins to turn golden."
663d8f3233,9,"Add cumin seeds and mustard seeds if using, and saute until they release their scent."
663d8f3233,10,"Add pureed tomato mixture, frozen peas and coconut milk."
663d8f3233,11,"Stir well to combine, adding a little additional water if necessary."
663d8f3233,12,Cover and turn heat down to low.
663d8f3233,13,"Let rice cook for 15-20 minutes, stirring once or twice, just to make sure it isn't sticking to the bottom of the skillet."
663d8f3233,14,Remove pan from heat and let steam for 15-20 minutes.
663d9bef23,1,Mix it all together and put it on bread.
663d9bef23,2,Add a slice of tomato or a leaf of lettuce if you are so inclined.
663d9bef23,3,Enjoy!
663de11b6f,1,"In a medium size bowl, coarsely crush the crackers with your hands- you should have big cracker pieces."
663de11b6f,2,"Add the remaining ingredients, mix well, and serve immediately."
663de11b6f,3,"Season, to taste, with salt and pepper."
663e6da0a6,1,Prepare the ginger by pounding with a mortar and pestle or grinding with small food processor.
663e6da0a6,2,Extract the juice by squeezing with your hand and discard the ginger.
663e6da0a6,3,Marinate the chicken wings with the ginger juice and all the seasonings above for 1-2hours.
663e6da0a6,4,Grill or bake them in oven (at 375 degree F) for 20-25 minutes until cooked or golden brown.
663e6da0a6,5,Serve hot.
663e75b098,1,Preheat oven to 325F degrees.
663e75b098,2,"Grease a deep 8 inch round cake tine, line base and sides with greaseproof paper and then grease the paper."
663e75b098,3,Cream butter and sugar until light and fluffy.
663e75b098,4,"Add the eggs, one at a time, beating well after each addition."
663e75b098,5,"Sift flour, baking powder and the spices together and fold into the creamed mixture alternately with the remaining ingredients, until evenly incorporated."
663e75b098,6,"Spoon into prepared tin, smooth surface, making a small dip in the centre."
663e75b098,7,Decorate top of cake mixture by pressing almonds in decreasing circles over the entire surface.
663e75b098,8,"Bake for 2-21/4, or until skewer inserted in the centre comes out clean."
663e75b098,9,"Remove from oven, cool in tin for 30 minutes, and then transfer to a wire rack to cool completely."
663e75b098,10,*Flavourwill improve if left in a cool place for up to 3 months.
663e75b098,11,Wrap in double layer of foil.
663e9ea3f6,1,Peel and slice apples.
663e9ea3f6,2,Fill quart jars with apples leaving 1 inch head space.
663e9ea3f6,3,"Be sure to pack the apples in there, put a few in and smosh down with the handle of a wooden spoon, then a few more and repeat."
663e9ea3f6,4,"Make syrup by combining sugar, cornstarch, cinnamon, nutmeg, and water."
663e9ea3f6,5,Cook until thick.
663e9ea3f6,6,Add lemon juice.
663e9ea3f6,7,"Pour syrup over apples in jar, leaving 1/2 inch headspace."
663e9ea3f6,8,Be sure to run your plastic spatula around the inside of the jar to get the air bubbles out.
663e9ea3f6,9,Place the lids on and screw the rings down just finger tight.
663e9ea3f6,10,Process 20 minutes in hot water bath.
663ea070c9,1,Cream margarine and sugar together; add eggs and juice.
663ea070c9,2,"In separate bowl, combine dry ingredients."
663ea070c9,3,Combine the two in one large mixing bowl.
663ea070c9,4,(Don't forget to fold in the raisins).
663ea070c9,5,Bake in 9 x 13-inch pan for 40 to 45 minutes at 350F.
663ea070c9,6,This goes good with a maple icing.
663eca291a,1,"Stir the ketchup, mustard, Worcestershire sauce, and scallions (if you're adding them) in a medium-sized bowl."
663eca291a,2,Add the beef and mix thoroughly.
663eca291a,3,Form into patties.
663eca291a,4,"Heat the grill or oven broiler to medium and cook for 12 minutes for medium or up to 18 for well-done, turning twice during cooking time."
663eca291a,5,"Right before the burgers are done, place the split buns, facedown, on the grill or under the broiler for a few seconds to crisp and warm them slightly."
663eca291a,6,"Fill the buns with your burger patties and serve with all the fixings you like on your burgers (veggies, sauces, etc) and enjoy!"
663f096171,1,1.
663f096171,2,Brew 1 cup lemongrass and ginger tea (2 tea bags).
663f096171,3,And pour into a mixing bowl.
663f096171,4,Immerse shrimp in bowl
663f096171,5,2.
663f096171,6,"Squeeze juice of one lemon into mix adding soy sauce, pepper and salt, oil, turmeric, coriander, cayenne and contents of the other tea bag while stirring mix."
663f096171,7,"3 Marinate peeled shrimp leaving tail on, in the bowl overnight for best results or at least for an hour if pressed for time."
663f096171,8,Barbecued.
663f096171,9,4 Put shrimp on moistened skewers and grill for 3 minutes on each side
663f096171,10,Cooking on Stove top:.
663f096171,11,"Heat a tablespoon of oil and saute the shrimp lightly for two to three minutes,"
663f096171,12,Place shrimp on skewers and serve as an appetizer.
663f096171,13,Garnish with fresh coriander.
663f096171,14,(This recipe can be adapted to your favorite fish.
663f096171,15,"After marinating fish sprinkle contents of one lemongrass and ginger tea bag and spice mix of 1/4 tspn each of turmeric, coriander, pepper and salt and cayenne over the fish."
663f096171,16,Drizzle another teaspoon of sesame oil or olive oil or canola oil over the fish.
663f096171,17,"The fish can be broiled, grilled or cooked in a pan until fish is soft and flaky."
663f096171,18,Serve with quick ginger chilli sauce below.
663f096171,19,For a Festive Treat --
663f096171,20,I also bake the whole fish in parchment paper.
663f096171,21,I make a tent out of the paper and secure it with moistened skewers.
663f096171,22,"I also paint a scene on the paper with food coloring, depending on the occasion."
663f096171,23,For Thanksgiving I paint the sides to look like the sides of a ship with blue waves at the bottom and I attach a skewer on top with a parchment flag with the word Mayflower written on it.
663f096171,24,).
663f391731,1,"First, saute onion and red pepper onion should be soft."
663f391731,2,Take pan off heat - stir butter beans in GENTLY.
663f391731,3,Turn cooker up to gas mark 6 ( medium heat).
663f391731,4,Put pan on and add remaining ingredients.
663f391731,5,Stir (crush spinach florets) until it has a stew consistency.
663f391731,6,"Leave to simmer for five minutes, stirring occasionally."
663f46975f,1,Heat the oil in a nonstick skillet over medium high heat.
663f46975f,2,"Add the peppers and cook for about 5 minutes, stirring, occassionally."
663f46975f,3,Add the jam and vinegar.
